Name,Review,OverAll,Food,Service,Ambience,Date
AJR80,"It was a fabulous experience overall.  Everyone was super friendly.  The music, food, and drinks were fantastic.  The ambience and decor was top notch.  We loved the “pink” everything at Christmas.",5,5,5,5,"Dined on December 28, 2022"
Loli,"Over rated rooftop with expensive drinks and terrible small bites
Not worth it",1,1,1,2,"Dined on December 28, 2022"
OpenTable Diner,"Was so excited to go and see the hype, the Christmas decorations were only at the front area and we were sat around the corner behind the bar, we were beyond disappointed!  I don’t normally leave reviews but this was the biggest waste of time, the food would have been better at McDonald’s.
While trying to eat and enjoy my drink, all I could smell was a dirty bin smell wafting past. The smell came from all the rubbish behind the bar right next to us.
The staff matched the rest of this place, I would highly recommend to avoid this experience especially if you don’t have time to waste. I saw other mixed reviews and gave them the benefit of the doubt, big mistake!",1,1,1,1,"Dined on December 27, 2022"
OpenTable Diner,I was expecting so much more! It was just blah. The drinks were t great. The food options are limited. I wouldn’t go back or spend money to reserve here again.,2,1,2,3,"Dined on December 27, 2022"
OpenTable Diner,It was great.,5,5,5,5,"Dined on December 27, 2022"
jamm,"Pretty decor and view, limited menu and service was okay. Good came out quick but had to wait for drinks",3,4,2,4,"Dined on December 27, 2022"
JulienT,"Go there for drinks and instagram content, not for the food",3,2,5,3,"Dined on December 27, 2022"
KLBaze,Excellent service and the food and drinks (especially the drinks) were PHENOMINAL!,5,5,5,5,"Dined on December 26, 2022"
Agxx,"Christmas evening, wasn’t all I thought it would be. Table was reserved but wasn’t a good speck.
Service was minimal.",2,3,2,3,"Dined on December 26, 2022"
OpenTable Diner,"Horrible….service from the door to the waitress completely rude, angry and dry. Unwelcoming at every level. Good wayyyyy over priced. Menu nothing to brag about. Surprised what the mindset is in regard to customer service.",1,1,1,5,"Dined on December 26, 2022"
ElenaF,It was the most beautiful experience I have there. I got my engagement ring there beautiful moments. We are planning to get married on Valentine's day 02/14/2023. I we can come back on the day we get married. I love it here,5,5,5,5,"Dined on December 26, 2022"
OpenTable Diner,Completely over priced basic food. Venue looked nothing like the website.,1,1,1,1,"Dined on December 26, 2022"
AAJ129,"Service wasn’t good. Our server never came to the table. We didn’t get a drink refill till we asked for one, when we asked for our check. The pancake tower was cute but the pancakes were dry and no flavor. They hyped up the place in pictures and in person, it falls flat. Every worker was looking down at their phones and not welcoming. This is a pass, save your money.",2,2,1,4,"Dined on December 26, 2022"
OpenTable Diner,"I was celebrating Christmas with my fiancée. Although I loved the Pink Frosted theme, I was unaware of the other contents in the atmosphere. I was told the food was delicious so I wanted to check it out. The food was okay but could’ve been way better. The service was great so that helped.",4,3,3,4,"Dined on December 26, 2022"
ANAH,Don’t like the low tables to eat…very uncomfortable. The brunch menu is overrated. A place just to take pictures and drink some cocktails.,1,1,3,3,"Dined on December 25, 2022"
BUSINESS,"Great time, wonderful service for a great Christmas meal.",5,5,5,5,"Dined on December 25, 2022"
NeeNee,Loved it. Wish they gave the option of separate bills. That's my only issue.,5,5,5,5,"Dined on December 25, 2022"
PRsky80,Nothing like the pictures online. Too much hype. Staff looked like they didn’t want to be there. Only friendly staff was the bouncer and girl downstairs.,2,4,4,1,"Dined on December 25, 2022"
NinaB,Nice view! service was nice. no vegan food. Dinks are very good,5,1,5,5,"Dined on December 25, 2022"
AngiJ,We sat at our table for almost 30 minutes before being served. $18 for pretzels was ridiculous! The decor was nice,3,3,2,4,"Dined on December 25, 2022"
StephanieM,Average experience. Horrible customer service. Guy at the entrance threatened to not let us into the restaurant because we mistakenly entered through the side of the rope instead of the center.,4,3,2,5,"Dined on December 24, 2022"
OpenTable Diner,"Overall I had a great experience. I took my daughter out for brunch on Christmas Eve. Great vibes, great music, great food and the services from the actual hostess and servers were great. Great place for photo ops as well. My only issue was, and I’m not gonna take away from the place itself but I didn’t really like the bouncer/security guard that was out front. Seemed like he had an attitude but other than that everything else was great. Bouncer should be a little more pleasant with people visiting the spot.",4,5,5,5,"Dined on December 24, 2022"
OpenTable Diner,"We had an amazing time at magic hour rooftop bar and lounge, the drinks were amazing, food was delicious and service was great! Will definitely be going back!",5,5,5,5,"Dined on December 24, 2022"
GennaM,"Cute,but pricey. Decent food, understaffed servers but they were really nice. Better decoration for the winter season.",3,4,3,3,"Dined on December 23, 2022"
ArthurM,"We spent a really good time there, really good services",5,2,5,5,"Dined on December 23, 2022"
Anita,"Except for our waitress, the staff was quite unfriendly.  Definitely not happy in their work.  Cocktails were very good, but pricey.  Music was ridiculously loud.  Fun for a novelty, but won’t repeat.",3,3,3,2,"Dined on December 23, 2022"
KirstenD,Great experience and beautiful decorations,5,5,5,5,"Dined on December 23, 2022"
DEEDEE,"Honestly I was expecting more from this restaurant. I’m from Georgia and the marketing and advertisement of this place is great, however the food was cold and hard. Just getting to the rooftop was a complicated and draining process. Overall I enjoyed the ambiance and drinks.",3,1,3,4,"Dined on December 23, 2022"
OpenTable Diner,"Came for birthday, nice ambisnce.",4,3,4,5,"Dined on December 22, 2022"
OpenTable Diner,"Turned up and was told our reservation for two was going to be 20 minutes late and did we want to sit on the carousel. We said sure and was told to check in upstairs. There was no one at the desk upstairs and no one to greet or assist us so we sat down on the carousel. Within a couple of minutes, we decided that the carousel wouldn’t be appropriate for drinks and food and tried to get the attention of a staff member to ask to move. No one bothered even giving us eye contact. We saw a couple of tables that were free so we sat down at one table for 2, still hoping to catch the attention of someone. Was ignored for a whole 20 minutes until a very rude staff member came and starting saying we needed a reservation to be there. She talked over me and refused to listen to the fact that I did indeed have a reservation and was barking at me the fact that I’d be charged for sitting at the table I was at. She went and got what appeared to be the manager who was even more rude (which I didn’t think was possible) who was yelling saying that I should’ve come to see her to check in for my table. I tried to explain that there was no one at the desk and that I hadn’t even seen her for 20 minutes but this was something that she clearly couldn’t understand. We finally established that I did in fact have a reservation and I could stay put on the 2 person table that we’d sat down. We decided to leave due to the appalling customer service. A shame as we had booked this months ago and this was our first night in New York after arriving from New Zealand after a gruelling 20 odd hour journey. Wouldn’t recommend.",1,1,1,3,"Dined on December 22, 2022"
KaterinaG,"Bartender doesn’t know how to
Mix drinks. They were awful. The server was absent we waited half hour for her to come to our table. Food was pretty okay for bar food. The carousel is what makes the place.",2,3,1,3,"Dined on December 22, 2022"
Trini,Overpriced finger foods and cheap desserts ! Needs more of a food selection . Only great because of the decorative experience.,3,2,3,5,"Dined on December 22, 2022"
MarissaC,"It was an amaizing experience really loved it, definitely will come back",5,5,5,5,"Dined on December 22, 2022"
Surprisebirthday,The food and alcohol is wayyyy overpriced and not even that great! Food was not filling. It’s overhyped. Waiters force you to buy a overpriced drink/ food. Def not worth it. Save your money and go eat at a reasonable priced place with actual good food.,1,1,1,2,"Dined on December 22, 2022"
Callie1234,Great setting but service was terrible. It was my birthday and i wasn't acknowledged. Won't be going back again.,2,1,1,3,"Dined on December 21, 2022"
OpenTable Diner,The food at magic hour it was the biggest rip off ever. Powdered donuts $14 for two of them ridiculous. It only had one photo up area so it was very hard to get a turn.,2,1,4,3,"Dined on December 21, 2022"
OpenTable Diner,I stopped at Magic Hour after catching a play in the city & had a fantastic time. The ambiance & decorations were insta-worthy & extravagant. The drinks were also incredible. Definitely try the spiked hot chocolate.,5,5,5,5,"Dined on December 21, 2022"
OpenTable Diner,"Had to wait 20 minutes to use the elevator to get upstairs. The hot chocolate was white, not pink. In general, the aesthetics did not match what was advertised; I was expecting be immersed in a pink, wintery setting, and there was only one pink/wintery display. There was also a private party in the area of the gondola, so this was inaccessible.",3,3,4,2,"Dined on December 21, 2022"
Kate,All of the food and drinks were way too sweet and everything was overpriced.,2,2,3,4,"Dined on December 21, 2022"
CoCoH,They need a bigger & better selection of food & drinks. There was only 1 elevator so we had to wait in a line to up & to come down which is a total fire hazard. Things that were advertised online weren’t available. The golf course was extremely small compared to the images that you get online. The carousel was cute but we couldn’t take pictures because it has people dining there which was weird,3,1,2,4,"Dined on December 20, 2022"
OpenTable Diner,Drinks are great food was good and played great music,4,3,3,4,"Dined on December 20, 2022"
Chloe,"service was terrible, food was terrible and very over priced. Drinks were fine but definitely not worth their price. The view was the only decent thing about the entire experience. Do not recommend at all and will not be returning",1,1,1,3,"Dined on December 20, 2022"
Micheled,"Very overpriced for the service. 
Food was good. Drinks fair.
Service not good. Would n't go back.",2,4,2,4,"Dined on December 20, 2022"
AlliB3797,"The restaurant was absolutely beautiful! The food was decent. The music was way too loud. We were a foot away from each other and couldn’t hear. Service was not great. Everyone was pretty rude, like they’d rather be doing anything else other than working. Employees were definitely picky about who they were nice to (young attractive people). Not sure if I’d come back again myself, but I’d probably recommend it to my college aged friends.",3,4,2,4,"Dined on December 20, 2022"
ChandaraG,"Loved the ambiance of the place, the decor was amazing. Service and staff were very attentive overall perfect experience!",5,5,5,5,"Dined on December 20, 2022"
GinaC,The ambiance was cute in one corner but did not look the same overall as it does online. Only serves finger foods.,3,1,3,3,"Dined on December 20, 2022"
amandaallaround,Really lovely winter experience and the staff was great. Highly recommend.,5,5,5,5,"Dined on December 19, 2022"
JenniferK,I have been to quite a few rooftop bars in NY and this by far was the worst experience.  Room smelled. Food horrible and drinks lack luster.  Ambience was totally lack luster.,1,1,1,1,"Dined on December 19, 2022"
OpenTable Diner,"I live in DE and I took my boyfriend here for date night, something different for both of us! He said it was the best date he’d ever been on! Great vibe, good food and good music! We loved everything they had to offer.",5,5,5,5,"Dined on December 19, 2022"
OpenTable Diner,"Too noisy, decor was not that nice, food was so so",4,2,3,3,"Dined on December 19, 2022"
WilliamM,47$ dollars for a plate of pink pancakes was absurd.  The décor in the corner was very cute. But the overall ambiance wasn't that great (inside) just felt like a bar with a few undecorated white Christmas trees.  Could use better music or a DJ.,3,3,4,3,"Dined on December 19, 2022"
JassmineR,I really had a wonderful time. I took my daughter there for her 14th birthday and she really had a good time. Everything was amazing.,5,5,5,5,"Dined on December 18, 2022"
CindyR,"Food was definitely mid. My daughter had the honey chicken sandwich and it was dripping in honey then became very spicy she couldn't even eat it.  I got the sliders and very inconsistent.  One was super salty ,the other salty and the last no flavor. Not worth the money spent. The only thing that was good was the carousel . Very pretty.",3,2,2,3,"Dined on December 18, 2022"
AngelicaN,"The food is over priced and is not worth it. They over cooked my steak twice, the pancakes were trash. Only good thing was the drinks the music was OK. The serve was not memorable at all and i had to wave her down to order my food and drinks.",2,1,2,4,"Dined on December 18, 2022"
BruceM,"Open table let me make a reservation for this place, but they didn’t even serve food after 1am.",1,1,1,1,"Dined on December 18, 2022"
Jimi,Music was a bit too loud and the food was a bit pricey for the value.,5,5,5,4,"Dined on December 18, 2022"
AnnaM,Great Holiday Drinks. Love the photo ops!! Great music,5,5,4,5,"Dined on December 18, 2022"
OpenTable Diner,"The place was amazing, the food delicious, I love the meal 🙏🏾😍",5,5,5,5,"Dined on December 18, 2022"
LizzieJohnny203,Great experience. So much fun. Great atmosphere. Great drinks and food. A fun day out!,5,5,5,5,"Dined on December 18, 2022"
DoreenH,"Highly anticipated visit was rather flat and lack luster
All hype no substance",3,3,4,3,"Dined on December 17, 2022"
Boston,We saw so many great pictures and reviews but we were very disappointed... the side you can take pictures on was closed for an event and it wasn't as expected.,2,2,2,2,"Dined on December 15, 2022"
PParker,Super relaxing. Served in a timely manner even with an even going on I'm the other wing. Really good sliders.,5,5,5,5,"Dined on December 14, 2022"
Dree,"Place was decorated nicely. Right side was much more decorated and festive than the left side. They don’t ask where you’d like to sit so we had to share a bigger lounge area with another party. The food is not great at all. They are basically heated up finger foods. The waiting staff was very attentive and the drinks were real delicious. I’d say go for the decor and drinks if that’s you’re thing, but don’t go in expecting a great meal.",3,1,4,5,"Dined on December 14, 2022"
NISHID,"Outstanding!  Best bar in NYC!!
Stunning decor and definitely a memorable experience!",5,5,5,5,"Dined on December 13, 2022"
Emily,"This place was a disaster. There is one room that is decorated as advertised, the other is not at all. The service was AWFUL - we had to chase our waiter down about 6 different times to get more water, remind her about something she missed on an order, and more. We ordered the s'mores (it was 3 of us) for $21 which came with 2 s'mores to make, which is fine, but our waiter should have at least asked us if we wanted an extra graham cracker and marshmallow for the 3rd person? We eventually did ask and it was another $8. Whatever, just pretty offensively priced for a MARSHMALLOW and graham cracker, which btw were neither pink nor frosted as advertised on the menu. Overall, would definitely spend your money elsewhere. This is a classic place that looked cool on social media and was a massive disappointment.",1,1,1,1,"Dined on December 13, 2022"
Chrisd,Horrible service/experience . Waited over 30 minutes for a server then didn’t get water until food came.,1,1,1,3,"Dined on December 12, 2022"
OpenTable Diner,"Servicio al cliente fatal. Reserve con 3 semanas de anterioridad, mucha emoción por visitar el lugar. Al llegar y ser sentados, estuvimos sin ser atendidos por NADIE como por unos 25 minutos y varios del personal ni siquiera preguntaron si deseábamos algo. Decidimos irnos. Rooftop de decoración muy bonita, más nada.",1,3,1,3,"Dined on December 12, 2022"
josy,"Bad service, you have to chase after your servers. The food and drinks are ok but overpriced. Basically just a nice photo-op with mid food and drinks.",2,3,2,4,"Dined on December 12, 2022"
StephanieB,The hype on social media was more than the experience,3,3,3,5,"Dined on December 12, 2022"
KatieD,"Great venue to visit while in New York. Had the best time, food quick service and lovely drinks",5,5,5,5,"Dined on December 11, 2022"
OpenTable Diner,F Our cups were dirty. We requested new cups and still receive dirty cups. The pancakes were so dry. We had watered down orange juice. The best part was just the look of the restaurant,1,1,1,3,"Dined on December 11, 2022"
OpenTable Diner,"We traveled to NYC to celebrate the holiday season and this was the perfect festive stop! From the entrance, to the carousel, to the food. Loved every second! Can not wait to go back!!",5,5,5,5,"Dined on December 11, 2022"
OpenTable Diner,Food was absolutely terrible. Overpriced and poor flavor. Drinks we okay at best. Service was sub par but I don’t think that is entirely her fault. She literally was the only one with a huge area. She was kind and nice.,3,1,2,5,"Dined on December 11, 2022"
OpenTable Diner,"Great service, great food, great dj ! Amazing atmosphere ! You won’t be disappointed !",5,5,5,5,"Dined on December 11, 2022"
OpenTable Diner,I really enjoyed myself was able to accommodate us for an earlier reservation had an awesome time,4,4,4,5,"Dined on December 11, 2022"
OpenTable Diner,"Honestly this place was way more hyped up than it needed to be. Only thing I was truly satisfied w is the fact that I asked for a carousel seat & they did honor that request. However these carousel booths are literally made for someone 5’2 or smaller. On top of that, I only chose this place based on things they were advertising like their s’mores dessert plate & their donuts, didn’t have either of those. Asked for the hot chocolate w tequila, they lazily have it already batched w vodka. Asked for some fun creative drink then instead w tequila & I got a basic red drink that tasted only like the pomegranate mixer they put in it. Plus, I know it was cold out but at least someee type of airflow. I was under the impression this was a partially open rooftop & they just had plastic shades all over the place obstructing what’s supposed to be part of a rooftop venue experience, the view. Only ended up w 2 drinks & 4 shots & the bill was almost $200. Don’t waste your money!",3,3,4,3,"Dined on December 11, 2022"
Florcita22,"De vacaciones, disfrutar el momento",5,5,5,5,"Dined on December 11, 2022"
OpenTable Diner,The scene was phenomenal. Very gorgeous setting. Music choice was upbeat. Serving staff and service was friendly. Prices outrageous for extremely small portions which seems to be common across New York City. Would go again but would budget better for raised prices and minimal options.,5,3,5,5,"Dined on December 11, 2022"
Lucky,This is nice spot to gather with friends! And take cute pictures,4,3,5,5,"Dined on December 11, 2022"
OpenTable Diner,Fun in NYC!,5,5,5,5,"Dined on December 11, 2022"
MicheleP,"Beautiful decorations, super music, very fun a must!",5,4,5,5,"Dined on December 10, 2022"
OpenTable Diner,We came up here from Atlanta to experience brunch for my birthday,5,4,5,5,"Dined on December 10, 2022"
OpenTable Diner,I went for my daughter’s 18th birthday.  I think it is more for the photo op than the food.,2,1,4,5,"Dined on December 10, 2022"
MelissaJ,Nothing like TikTok video one place for the winter wonderland ambience and rest was just seating.  Food was good but drinks were meh.,3,4,4,2,"Dined on December 10, 2022"
MaribelR,Pictures and description of holiday decor is misleading. We were looking for a lounge that was highly decorated for Christmas for the holiday vibe and that is not what we experienced.,3,4,5,2,"Dined on December 10, 2022"
OpenTable Diner,"First time here for cocktails and dessert. I must say I was pretty disappointed and dissatisfied. The drinks tasted so bad that my entire group asked to send them back. Not once, but twice. I am usually not a picky customer but the drinks were so terrible we did not even finish nor hardly drink them. While exiting the bar the bouncer used vulgar language and yelled at us instead of redirecting us in a professional manner. I am saddened to give this review but had to warn others that just because it looks nice on social media it is not worth your time or money.",1,1,1,3,"Dined on December 10, 2022"
HCDinesOut,Festive decor; drinks and appetizers were good not amazing! They give you 90 minutes for a table but manager asked us to leave after 69 minutes for another reservation. Thought that was pretty rude!!,4,4,3,5,"Dined on December 10, 2022"
MichelleB,Great atmosphere! Very unique!,5,5,5,5,"Dined on December 9, 2022"
tammyesco,Be prepared to check “large” bags - including work totes. And then go in a circle to exit. It’s all very “extra” for a basic restaurant/bar.,3,3,3,3,"Dined on December 9, 2022"
OpenTable Diner,"Very nice for drinks and maybe some appetizers, but the apps are just okay. Ambience is super nice though! Great for pics!",4,2,3,5,"Dined on December 9, 2022"
Bill,"Ignored by staff, loud, dry sliders that I couldn't eat.",2,2,2,1,"Dined on December 7, 2022"
OpenTable Diner,The decor was so cute and the drinks were so good but the customer service needed some work. Not friendly. We made a resveration for when,2,3,1,5,"Dined on December 7, 2022"
Phil,"Not as much in terms of decoratiom as expected. Went for the ski lodge aesthetic as had been on their IG and was surprised to see a only few white Christmas trees dotted about apart from the carousel, which was gorgeous but a bit gimmicky. 
Service was fantastic and the curly fries were delicious but we left after 1 drink as was underwhelming and not worth the expensive drinks.",2,3,4,3,"Dined on December 6, 2022"
Reviewer,"The decor was NOTHING like as advertised. They're very strict with their reservation timing, so be prepared to get kicked out, even rudely once your time is up. I've been here before, and had the same experience. It doesn't matter whether you are spending money or not. The food is definitely a very slightly elevated bar food, and the drinks are mediocre for the price. I thought I'd give this place another chance from my first experience there, but it's still as not worth the visit as the first time.",2,3,3,2,"Dined on December 6, 2022"
Jaynie,"Worst service ever experienced. Our server tried to get us to pay the bill after 30 minutes because a private event was coming in, although was never told when making a reservation for that time. Overpriced and horrible service!",1,2,1,4,"Dined on December 6, 2022"
KayleighM,"Came here on a Sunday night for a 10pm reservation, when we ordered we was informed 3 drinks were unavailable all of which were the apres ski specials. When you are promoting these so much on social media I would expect there to have been a bigger order made of them.  
The venue it’s self is beautiful, we was seated by the carousel but again we was unable to go outside as it had been shut off.  
The venue closes at 12pm but we was asked for last orders at 11pm and the ambience drops as everyone feels rushed out. 
This is a beautiful venue just a shame it’s maybe not as magical as promoted online.",3,3,3,3,"Dined on December 5, 2022"
Happy,"Staff indifferent, slow service.  They were out of Prosecco and Rose which are in several of their signature cocktails.  Only one guy there really seemed to care about customer experience (believe he was a manager).",2,3,2,5,"Dined on December 5, 2022"
Samuel,"Dirty, sticky. Not at all like the pictures. Drinks are awful.",1,1,1,1,"Dined on December 5, 2022"
OpenTable Diner,Amazing location and view!!!!  Food was a so,1,1,1,5,"Dined on December 5, 2022"
OpenTable Diner,"We arrived and there were only 3 items on the menu available. Waitress stated because it was near the end of the week they were low on food, this was a Sunday. Due to items not being available I had the curly fries, they were extremely crunchy, my friend had the chicken sandwich…2.5/5. I requested to order the chicken sandwich after hers came out and the waitress said “we have no more chicken sandwiches” we ended up going to the 99 cent pizza spot for food. Super disappointed.",1,1,2,4,"Dined on December 5, 2022"
OpenTable Diner,Why was I charged 30 for the table. No waitress.   Had to flag someone down.  Overall. Yes cute place but no worth the money,1,2,1,3,"Dined on December 5, 2022"
NickR,Wish the menu was bigger for food items and also bigger portions for the prices they were at. I know it’s NYC but it’s the same food everywhere.,3,2,3,4,"Dined on December 5, 2022"
DinaF,I love this place. Shrimp tacos were amazing but really the atmosphere and and drinks are what really makes this place so awesome. I’ve been here in the spring when fully decorating in pink roses and also for Christmas with all white Cory trees and crystals and all pink lighting. A beautiful place to have a girls night out. You won’t be disappointed,5,4,4,5,"Dined on December 5, 2022"
Marie,This place is definitely the place to go to if you want a good photo opportunity. But our service was terrible. We only saw our waitress when we ordered food and when she gave us the check. She never checked in on us. The bus boys were absolutely amazing on the other hand. They constantly checked on us and made sure we had what we needed. They even fixed our order when our order was wrong and food was undercooked.,3,3,1,5,"Dined on December 4, 2022"
ClarkC,"Love the pink ski theme and decor but wow, Terrible food At expensive prices.  Not with it.  The bakery below had WAY better food.  Drinks were plain, do not order the Bloody Mary, you will be disappointed.",2,2,3,4,"Dined on December 4, 2022"
traveler,"Magic hour is unique. It reminds me of a bar with some small plates. For the people complaining about portions this isn’t a steak house. This place is intended for drunks and small plates and has desserts. It’s supposed to be fun and photogenic. Go on their instagram to get the idea. The drinks were strong and looked pretty,  they have a couple different spots for photo opps which are pretty. It’s not a huge place but a beautiful view. We had the spicy chicken sandwich which was  great and the brunch breakfast. The only complaint If I had one was that the donuts were dull. I was expecting a better presentation",5,5,5,5,"Dined on December 4, 2022"
JessicaK,We were a bachelorette party and had an amazing time!! The music was phenomenal and drinks were all great! The service was also outstanding. Would highly recommend,5,5,5,5,"Dined on December 4, 2022"
Layla,"The vibe was really nice. Go for a few drinks and the ambiance but eat somewhere else before. My partner has a nut allergy and it was a bit difficult getting that across to the staff. Otherwise, for pictures, a great atmosphere and cute decor it’s a 10/10",4,3,4,5,"Dined on December 4, 2022"
Karen,Smaller than images lead you to believe but beautiful and fun. Expensive drinks but you pay for the ambiance. Pink is the word this holiday season!,5,5,5,5,"Dined on December 4, 2022"
OpenTable Diner,"Awful place, music so loud you can't hear each other, tables crammed together at the edge of a dancefloorr. People standing waiting for a drink  literally touching your table. Waited 25 minutes to even get acknowledged by a waitress. People next to us had food served then had to wait another 10 minutes till they got cutlery by which time their food was cold.  We left after having one drink as couldnt stand it any longer then had to queue for 15 minutes to leave waiting for the lift. Honestly the worse place I have been in NY",1,1,1,1,"Dined on December 4, 2022"
LaurenC,No vegan options. It’s year 2022 they need to get with the program. We aren’t in the 90’s anymore 🤭,3,1,2,4,"Dined on December 4, 2022"
LeenahH,Place was eh,5,2,5,2,"Dined on December 4, 2022"
AnaT,"Excellent service,  good food,  great vibes! Sadly the gold section was closed son we couldnt go take pictures.",5,5,5,5,"Dined on December 3, 2022"
Christina,"We ordered the Apres Ski which was delicious, the ice queen, which was a little sour, berry bubbly, which was good and the Mr Pink, if you like a Smokey taste than you’ll love this drink. Everything is overpriced but the drinks were strong. Ambience was amazing, our waitress was not. I had to go up to the bar to order drinks bc she rarely came around.",5,5,3,5,"Dined on December 3, 2022"
JenniferA,Very disappointing! Should have listened to hotel staff who gave recommendations and warned us it was not worth it.,1,1,3,1,"Dined on December 3, 2022"
OpenTable Diner,"Absolutely must b on your list.. Great atmosphere for date night, girls night, and picture opportunities.. Its decorated seasonally and so beautifully..",5,5,5,5,"Dined on December 3, 2022"
BocaBest,"Ambiance is fun, decorated for the holidays, energetic vibe, very loud. You go for the ambiance, not the food which was overpriced and subpar.",3,1,2,4,"Dined on December 3, 2022"
SydneyS,"Although the ambiance was beautiful. this establishment was terrible. When we arrived, we were greeted by a hostess but a group of (obviously tipsy) individuals were at our table. The hostess asked them to move (which they did), but encouraged us to sit down without wiping the table down, and when we asked someone to do so we received an attitude. Sorry, I’m not sitting at a dirty table. Not only was the service terrible, the staff was blatantly racist and unconcerned. We were told from others that the service was terrible and racism was obvious but wanted to give the place a chance. We were placed in a corner and disregarded the entire time. I would never recommend for anyone to consider this place. After 30 minutes of being ignored, we decided to leave. Imagine going to a place for a celebration just for the staff to ruin everything? Unacceptable and unbelievable. This place is more concerned about appearance than the actual service to customers - especially those that are native to NYC and not tourists.",1,1,1,5,"Dined on December 3, 2022"
OpenTable Diner,Great atmosphere. Drinks were good. Only had the chips and guacamole. Other food was pub style food.,5,5,5,5,"Dined on December 3, 2022"
OpenTable Diner,It was alright. I asked for a specific location in my reservation when I emailed never got a reply.,2,4,2,2,"Dined on December 2, 2022"
StephanieO,Nice experience- friendly folks checking you in. Wait staff kind but slow. AMBIANCE- it’s great to drop in get one drink and get your photos and get out! If you want more than one round- you’ll be waiting a long while for the drinks to actually come out.  But- order it all on that first order- including food- and you’ll be golden!,4,5,3,5,"Dined on December 2, 2022"
TaraF,The drinks were trash. They all tasted medicinal and were flat out gross. Service was slow and we were there after 9pm on a weekday so it wasn't busy.,3,1,2,4,"Dined on November 30, 2022"
JacquiD,Fun atmosphere with yummy drinks!  Very fun for Christmas mood!,5,2,3,5,"Dined on November 30, 2022"
ayeletk,"Went for my friends bachelorette party. Was incredibly happy the drinks were outstanding, the setup service. 

Soo happy",5,5,5,5,"Dined on November 29, 2022"
KajaV,"Overprice for poor Food.
No view.
Tourist trap, 
The drink was okay byt not worth 20 dollars",2,1,2,3,"Dined on November 28, 2022"
FancySandye,Magic Hour was Magical as always. We loved and enjoyed the ambiance.,5,5,5,5,"Dined on November 27, 2022"
GillianD,Food was overly expensive for what it was - basically burger joint food for inflated price. Cocktail was only 3/4 full and looked terrible. Waiting staff were lovely and ambience was lovely but the food and drink isn't worth the price,3,2,5,5,"Dined on November 27, 2022"
OpenTable Diner,Excellent!!!,5,5,5,5,"Dined on November 27, 2022"
EmmanuelC,"Cute place and good drinks, nothing more than that.",3,2,4,4,"Dined on November 27, 2022"
Deedee21708,"Definitely the place to be for reat photo ops and to get in the holiday spirit! Amazing views of the Empire state building and love that the roof is retractable! Beautifully decorated and the ambiance was very nice. Great music, good service and delicious (but very expensive) drinks! We loved the pink s'mores and the chips with guac. The chicken sandwiches were so hot we couldn't eat them, so we were a little dissappointed we couldn't eat our man meal. Overall, highly recommend for the ambiance and views alone!",5,3,4,5,"Dined on November 27, 2022"
RvRod,"We came for brunch to celebrate birthday. Great location and great views of NYC.

A bit pricey but worth it for special Ocassions",5,5,5,5,"Dined on November 26, 2022"
jasonp,"Dirty place ,worst food ever 
Overpriced rubbish and nothing like it’s webpage

Avoid  avoid avoid",1,1,1,1,"Dined on November 26, 2022"
kayla,It’s a nice place to go to but we waited pretty long for our food,3,3,3,1,"Dined on November 26, 2022"
OpenTable Diner,"Gorgeous place. Decent food. Drinks were a little underwhelming, but I personally was expecting more of a craft cocktail experience. The drinks were good just didn’t seem to match the level of intricacy that you’d expect from such an elaborate space.",3,3,5,5,"Dined on November 25, 2022"
ShadaeB,"Honestly the view and decorations are beautiful, the food is horrible and very salty, they need a better menu. The DJ was so boring he basically played elevator music.",3,1,3,5,"Dined on November 24, 2022"
Michelle,"Over rated. Trying to be cool  with the black paint hallways , but not.  Drinks served in plastic glasses  and  too expensive for what you get.  Tacky place",2,2,3,3,"Dined on November 24, 2022"
Jewels,I went for my birthday. I got the rose drink it was very pretty. I got sliders and fries. I got the s’mores and roasted them at the table,4,5,5,4,"Dined on November 23, 2022"
LisaE,"Really disappointing. Overpriced drinks, mediocre food. Ordered the hot pretzels and got 2 bland, Luke warm from the microwave pretzels. Ordered the sparkling donuts, and there were 2 small ones. Not worth the hype.",1,1,2,2,"Dined on November 22, 2022"
GuilleP,"The experience was not good. The place smelled like all pubs, the food was not elaborated, and the beer was expensive and came in a can! 

I was expecting much more",1,1,3,1,"Dined on November 22, 2022"
anon23231,DO NOT GO! They overcharged my friend and I even though our receipts were for the amount our bill was- when I checked my bank statement the next day they had charged me for the whole bill plus charged her card half! I’ve been trying to get this rectified going on three weeks and they don’t respond! Diners beware of this con!,1,3,2,3,"Dined on November 22, 2022"
AmandaM,Amazing outstanding excellent environment safe clean,5,5,5,5,"Dined on November 21, 2022"
OpenTable Diner,This restaurant costumer service bad  hostesses was a super rude person and the manager is a young person he dont know how to treat costumer no recommend this restaurant ever,1,1,2,3,"Dined on November 21, 2022"
OpenTable Diner,"Not my kinda place to be honest. We found the service to be poor and the food was mediocre, seemed to be more focused on a younger crowd. More power to them but we won’t be returning.",2,3,2,3,"Dined on November 21, 2022"
Joshua,"Nice, lively bar! Fun (verging on tacky) decor with an interesting mix of characters - great spot for people watching! The cocktails were… interesting, I asked for a spicy margarita and instead just got raw tequila which blew my head off in the wrong way! Service was great though, would go back, fun vibe.",3,4,5,4,"Dined on November 21, 2022"
